Age,Family size and dependents,Income,Monthly expenses,Existing investments and assets,Debt obligations,Financial goals,Risk tolerance level,Predicted Investment Return,Investment Category
27.0,,181638.0,,577497.0,103509.0,education,high,0.13110848447084683,bonds
62.0,5.0,154591.0,2664.0,500391.0,,vacation,high,0.1496676581730097,bonds
34.0,1.0,97766.0,2429.0,969991.0,425212.0,buying a house,low,0.03670292821849089,bonds
43.0,5.0,36511.0,4445.0,421267.0,291348.0,education,low,0.1263374377798851,real estate
38.0,1.0,144816.0,2709.0,628532.0,17152.0,retirement,medium,0.12345424631936466,bonds
45.0,4.0,187249.0,4283.0,766355.0,448402.0,education,medium,,bonds
63.0,3.0,34765.0,3090.0,263516.0,238972.0,retirement,medium,0.014765632350148616,mutual funds
19.0,1.0,181426.0,4576.0,742760.0,352699.0,retirement,medium,0.14691307705163995,bonds
60.0,2.0,53929.0,1593.0,634588.0,216096.0,buying a house,medium,0.04440368272809155,mutual funds
18.0,1.0,189892.0,4380.0,732321.0,233731.0,vacation,high,0.1306337685701709,real estate
68.0,5.0,141576.0,,463372.0,281833.0,vacation,high,0.0006190732011905842,mutual funds
53.0,4.0,190595.0,3079.0,386826.0,181762.0,education,high,0.0031537210829403303,stocks
68.0,6.0,101088.0,2988.0,67175.0,487258.0,,medium,0.06988069630445526,mutual funds
43.0,4.0,107525.0,3285.0,934353.0,345395.0,buying a house,high,0.03580720259025953,bonds
46.0,6.0,43780.0,3258.0,111551.0,188392.0,education,high,0.10347619251539464,mutual funds
38.0,1.0,36589.0,2074.0,815408.0,457442.0,education,high,0.08483464883519315,mutual funds
28.0,3.0,195884.0,2873.0,402761.0,187163.0,education,high,0.011622869617573717,real estate
57.0,2.0,123664.0,4490.0,896226.0,368709.0,vacation,low,0.02439424444735756,real estate
28.0,4.0,134188.0,1593.0,781272.0,472517.0,vacation,medium,0.05820739050876214,bonds
53.0,5.0,123326.0,1689.0,520491.0,415158.0,vacation,medium,0.027840609593314972,stocks
,6.0,70953.0,3189.0,591154.0,38712.0,education,low,0.11883335208658928,stocks
56.0,,95785.0,4595.0,127752.0,257387.0,education,high,0.062410535332992005,mutual funds
57.0,3.0,49309.0,2375.0,843510.0,236502.0,retirement,high,0.01401478002637489,stocks
52.0,6.0,84195.0,3906.0,,196349.0,retirement,,0.07265143534081872,real estate
51.0,4.0,55901.0,2287.0,303257.0,311776.0,vacation,medium,0.013625727159212125,bonds
64.0,1.0,184648.0,4432.0,780880.0,431247.0,education,medium,0.019340595812972577,bonds
41.0,5.0,192580.0,2107.0,549689.0,20478.0,vacation,medium,0.035941474804230794,real estate
39.0,3.0,,4248.0,940388.0,22551.0,vacation,medium,0.12892915578712347,bonds
22.0,4.0,46260.0,548.0,225432.0,48068.0,retirement,medium,0.13869187984994577,mutual funds
50.0,4.0,154997.0,4361.0,440779.0,93608.0,buying a house,low,0.12393865939981036,bonds
53.0,4.0,65440.0,2680.0,175486.0,35561.0,vacation,medium,0.050111582612677084,stocks
64.0,4.0,125082.0,3546.0,681502.0,133964.0,buying a house,high,0.04086696616632474,bonds
37.0,6.0,135583.0,3333.0,780488.0,,buying a house,medium,0.08237335361853587,bonds
36.0,4.0,86683.0,1897.0,343636.0,286539.0,education,low,0.10827797407996685,real estate
52.0,5.0,154206.0,4326.0,220536.0,18756.0,education,high,,real estate
69.0,3.0,163059.0,1331.0,740617.0,247652.0,vacation,low,0.019735606781838933,stocks
60.0,6.0,186177.0,3197.0,86693.0,480926.0,retirement,high,0.007393799853570665,real estate
34.0,4.0,108484.0,3235.0,45135.0,427867.0,retirement,medium,0.10415338334929065,stocks
62.0,2.0,174098.0,581.0,475448.0,251227.0,vacation,low,0.12483386752558583,mutual funds
60.0,2.0,98309.0,586.0,824294.0,328477.0,vacation,high,0.12695231697996348,stocks
51.0,3.0,75927.0,2563.0,146262.0,466961.0,retirement,medium,0.1017695323615741,bonds
26.0,1.0,72946.0,1321.0,604487.0,499755.0,buying a house,high,0.14310237061787806,
43.0,,156503.0,662.0,901798.0,180378.0,vacation,low,0.07665071453168804,mutual funds
19.0,6.0,171449.0,4239.0,14331.0,152418.0,buying a house,low,0.13707221975043188,bonds
26.0,6.0,83592.0,2897.0,527400.0,375705.0,vacation,low,,stocks
26.0,6.0,168419.0,2432.0,193258.0,290168.0,vacation,low,0.12707361855046614,real estate
57.0,1.0,,3228.0,841080.0,226022.0,buying a house,medium,0.04646378448879309,real estate
34.0,2.0,164855.0,4035.0,300693.0,434034.0,buying a house,high,0.029432347675544288,real estate
18.0,1.0,85798.0,,,5947.0,retirement,medium,0.08221800974727277,stocks
42.0,5.0,165370.0,3290.0,560049.0,468369.0,vacation,low,0.06795221255702827,stocks
60.0,4.0,100204.0,3207.0,799694.0,479456.0,education,high,0.13166375132890995,mutual funds
57.0,6.0,116207.0,,514840.0,127192.0,education,low,0.015004750660073056,bonds
,2.0,130356.0,3885.0,978763.0,257591.0,vacation,medium,0.03866100919672779,bonds
42.0,3.0,90652.0,1422.0,869004.0,356382.0,vacation,medium,0.11276984167780628,bonds
56.0,3.0,195556.0,2675.0,790080.0,329572.0,,medium,0.014247996746596818,bonds
52.0,4.0,159572.0,2082.0,,422970.0,buying a house,high,0.048114662103255025,stocks
20.0,2.0,50922.0,1064.0,360002.0,325499.0,education,high,0.058073309108097465,stocks
67.0,,195100.0,3758.0,94667.0,451457.0,education,low,0.0933890694844035,mutual funds
54.0,1.0,181388.0,3097.0,14677.0,462176.0,education,high,0.023719896857904686,bonds
61.0,5.0,106996.0,3000.0,214580.0,392102.0,vacation,high,0.12909067355245643,stocks
61.0,5.0,178040.0,1487.0,140334.0,258492.0,buying a house,medium,0.06713133531994113,stocks
68.0,1.0,60266.0,4136.0,484081.0,238826.0,,,0.13755325678208347,stocks
47.0,3.0,185072.0,723.0,505784.0,144490.0,retirement,medium,0.07018048704508974,stocks
55.0,6.0,175083.0,850.0,373581.0,226494.0,retirement,low,0.04125603884111,bonds
51.0,3.0,32866.0,2428.0,978121.0,231391.0,education,low,0.02127432430315123,bonds
29.0,5.0,142669.0,848.0,421811.0,481809.0,vacation,high,0.0005617642066927219,stocks
36.0,4.0,35898.0,4777.0,490675.0,186256.0,retirement,medium,0.07982362274772534,real estate
54.0,1.0,48395.0,1517.0,594436.0,398049.0,retirement,high,0.016073504539038514,mutual funds
61.0,5.0,34006.0,2726.0,843358.0,468646.0,vacation,high,0.05875916454467673,bonds
66.0,5.0,195465.0,4624.0,609559.0,245318.0,buying a house,high,0.088390764185563,bonds
34.0,6.0,40956.0,2919.0,568745.0,172905.0,vacation,low,0.04135288453540504,real estate
27.0,1.0,167150.0,2393.0,576819.0,393781.0,vacation,medium,0.02628364385491729,bonds
66.0,6.0,190703.0,3540.0,214335.0,433396.0,buying a house,medium,0.11620824339140123,real estate
64.0,1.0,125676.0,2568.0,476516.0,18402.0,education,high,0.1420186758422431,real estate
29.0,6.0,151724.0,1625.0,662315.0,173917.0,education,low,0.0150660626792949,stocks
33.0,3.0,92901.0,3617.0,204243.0,75851.0,education,medium,0.023338548657751177,bonds
41.0,4.0,137227.0,4661.0,522445.0,12834.0,buying a house,medium,0.1440018985879078,mutual funds
36.0,4.0,147192.0,4542.0,267231.0,67850.0,retirement,high,0.005667633271836941,real estate
25.0,1.0,61417.0,4933.0,783589.0,37180.0,buying a house,low,0.14664485048257084,mutual funds
48.0,2.0,118020.0,2670.0,580059.0,397099.0,vacation,high,0.0006966724627483156,stocks
38.0,5.0,113639.0,946.0,627423.0,109688.0,buying a house,,0.13105029834769968,
34.0,5.0,124881.0,3158.0,600642.0,206659.0,retirement,low,0.04609877714816243,stocks
40.0,1.0,162659.0,3862.0,647031.0,368664.0,retirement,high,0.14078832872659447,stocks
54.0,6.0,151688.0,,778741.0,273839.0,vacation,medium,0.047541793295337816,mutual funds
,2.0,145584.0,3983.0,964793.0,127135.0,education,high,0.0981459482301084,mutual funds
23.0,3.0,116567.0,3444.0,568180.0,154195.0,retirement,high,0.012004885464890496,real estate
25.0,6.0,105886.0,4876.0,212268.0,58481.0,retirement,high,0.03634947171806085,bonds
42.0,6.0,179888.0,1095.0,,73438.0,retirement,low,0.11605190197188761,stocks
35.0,1.0,59432.0,2486.0,105057.0,111491.0,vacation,medium,0.07930287805182296,real estate
,1.0,102373.0,3250.0,48409.0,,retirement,medium,0.1391953592680567,real estate
29.0,5.0,195289.0,1574.0,256889.0,121844.0,education,medium,0.06431271125120314,stocks
32.0,1.0,50884.0,4469.0,437686.0,357054.0,vacation,medium,0.13047185487208846,stocks
43.0,1.0,35454.0,4805.0,159457.0,56494.0,education,low,,
58.0,1.0,104960.0,4721.0,426512.0,405504.0,retirement,high,0.14688724180529777,stocks
62.0,5.0,132421.0,4080.0,914998.0,309122.0,retirement,medium,0.1439751572098315,stocks
43.0,3.0,73618.0,3507.0,333860.0,465636.0,education,low,0.04937050583341205,mutual funds
64.0,3.0,77111.0,1469.0,885584.0,379989.0,vacation,high,0.13288855056252047,bonds
49.0,1.0,150592.0,1080.0,36382.0,392765.0,vacation,low,0.12714170613234738,real estate
27.0,,89993.0,3324.0,86675.0,207167.0,education,,,
33.0,3.0,158652.0,4501.0,,54672.0,retirement,medium,0.09364356011749045,real estate
24.0,6.0,169920.0,1711.0,91238.0,61821.0,buying a house,medium,0.01090234733847223,bonds
34.0,3.0,108672.0,729.0,235825.0,345805.0,education,high,0.12550660808751923,real estate
40.0,3.0,96125.0,4784.0,704651.0,69224.0,education,high,0.026181882525524478,real estate
43.0,5.0,147509.0,3685.0,284541.0,351549.0,education,medium,0.010622205207864676,real estate
38.0,6.0,91602.0,1001.0,,234745.0,retirement,low,0.060032864330821674,mutual funds
39.0,5.0,72222.0,2632.0,45169.0,54796.0,vacation,medium,0.08653832078994651,bonds
24.0,1.0,79223.0,548.0,596470.0,437922.0,retirement,high,0.12823754378396565,bonds
31.0,4.0,95333.0,4066.0,888908.0,128554.0,education,low,0.14613637882826047,real estate
32.0,3.0,152650.0,3555.0,838681.0,385921.0,retirement,low,0.06592387688547954,real estate
,4.0,79420.0,1188.0,169413.0,266167.0,retirement,low,0.009067038447790532,bonds
26.0,,,886.0,872035.0,245358.0,education,medium,0.1123673368538806,stocks
68.0,5.0,32462.0,1469.0,187216.0,213708.0,retirement,medium,0.08477598843359062,mutual funds
65.0,5.0,39460.0,3960.0,464988.0,167807.0,,high,0.06718370172666947,bonds
25.0,4.0,,1505.0,89360.0,335103.0,retirement,low,0.04639033181882845,real estate
67.0,5.0,170347.0,3552.0,547732.0,39218.0,retirement,low,0.07535977917653035,stocks
40.0,,174341.0,3917.0,448863.0,405429.0,vacation,medium,0.05080194066855464,stocks
46.0,5.0,159593.0,,133662.0,494735.0,vacation,high,0.11355178016210404,stocks
35.0,2.0,152672.0,2783.0,779776.0,229766.0,education,high,0.08158405447389616,mutual funds
48.0,4.0,102920.0,,108843.0,290604.0,,,0.1315271661231168,mutual funds
47.0,2.0,52553.0,4866.0,807406.0,386723.0,vacation,medium,0.08153158719741631,bonds
69.0,5.0,185438.0,622.0,646438.0,326824.0,buying a house,low,0.035739362000989504,bonds
56.0,1.0,74036.0,1780.0,441599.0,31017.0,retirement,medium,0.12766378233482167,bonds
52.0,3.0,,4227.0,790908.0,491752.0,buying a house,high,0.08358285673950659,bonds
35.0,6.0,,758.0,629114.0,354182.0,buying a house,low,0.031026155721534186,real estate
59.0,6.0,,1447.0,484768.0,424206.0,vacation,low,0.09352617149343331,mutual funds
56.0,5.0,137205.0,1024.0,894080.0,19515.0,education,low,0.05365751474136413,stocks
34.0,1.0,191215.0,1387.0,235121.0,423207.0,retirement,high,0.12666084184380985,real estate
31.0,4.0,190497.0,707.0,930460.0,400850.0,,low,0.06799496079698142,bonds
48.0,2.0,118209.0,3882.0,935581.0,208106.0,buying a house,,0.1089662037161125,bonds
41.0,2.0,105139.0,3294.0,832922.0,469668.0,buying a house,medium,0.014330431145435573,real estate
52.0,2.0,35368.0,648.0,775723.0,422593.0,education,high,0.059403651945351924,stocks
61.0,4.0,165693.0,937.0,659001.0,295145.0,education,medium,0.1474862154708598,mutual funds
62.0,6.0,88829.0,2702.0,65612.0,1391.0,vacation,high,0.12126904342157224,mutual funds
51.0,1.0,159036.0,4249.0,634762.0,196278.0,education,high,0.023991120355039298,stocks
20.0,4.0,44719.0,3661.0,308303.0,,education,low,0.041664607421588264,mutual funds
54.0,2.0,59227.0,4401.0,573998.0,304359.0,vacation,high,0.04947237132845416,bonds
60.0,5.0,139430.0,4953.0,941310.0,79720.0,education,low,0.09755483407431685,bonds
57.0,3.0,,3745.0,647384.0,289258.0,buying a house,medium,0.11354921392344833,bonds
43.0,,42306.0,3323.0,219417.0,142954.0,education,medium,0.11242899132118646,bonds
40.0,4.0,83822.0,3770.0,221463.0,375286.0,retirement,low,0.07648110844596041,stocks
61.0,1.0,54042.0,985.0,903844.0,148345.0,buying a house,medium,0.12162308067572268,mutual funds
56.0,1.0,176158.0,699.0,,368350.0,vacation,high,0.06556171241362126,mutual funds
32.0,4.0,178459.0,4966.0,278602.0,45647.0,buying a house,low,0.018582084794334285,real estate
,2.0,188114.0,2482.0,927425.0,475881.0,vacation,low,0.08466627624807199,stocks
21.0,3.0,119424.0,1971.0,307668.0,195964.0,retirement,low,0.142845207690166,mutual funds
46.0,1.0,179395.0,4843.0,672213.0,,retirement,medium,0.1189490477088767,mutual funds
39.0,2.0,48019.0,2811.0,312621.0,262571.0,buying a house,medium,0.08680509715383636,real estate
42.0,5.0,105426.0,3873.0,304366.0,228024.0,education,high,0.09702084905236454,bonds
30.0,,70863.0,2578.0,552608.0,391813.0,buying a house,high,0.1395843040553359,
35.0,2.0,141023.0,,104154.0,66267.0,buying a house,,0.06425141916524407,bonds
50.0,2.0,171355.0,1104.0,586531.0,799.0,,high,0.0497091208413956,real estate
33.0,3.0,179351.0,4348.0,710975.0,317803.0,vacation,medium,0.14658623475006735,mutual funds
62.0,3.0,76999.0,3842.0,420568.0,487625.0,buying a house,high,0.12951647002655,bonds
59.0,5.0,92780.0,1917.0,607121.0,,education,medium,0.048456537692790354,stocks
61.0,2.0,52908.0,4375.0,103476.0,14481.0,retirement,high,0.06956708960413842,bonds
19.0,,156278.0,3433.0,124560.0,287555.0,buying a house,medium,0.06226171935116986,bonds
52.0,2.0,143002.0,1048.0,930707.0,227966.0,buying a house,medium,0.022364351800715086,bonds
59.0,3.0,199024.0,1338.0,311411.0,105928.0,education,high,0.14367289857198887,
51.0,6.0,130706.0,4315.0,572229.0,123014.0,buying a house,high,0.06064686468296382,stocks
47.0,1.0,198735.0,1347.0,879241.0,408177.0,buying a house,medium,0.13129936239568618,real estate
30.0,1.0,152019.0,4754.0,559656.0,414983.0,,low,0.028403434152099758,bonds
30.0,4.0,139708.0,4968.0,873618.0,51690.0,buying a house,high,0.08218062159558297,bonds
35.0,3.0,39343.0,2772.0,303128.0,52870.0,education,medium,0.0035942077686404728,mutual funds
49.0,4.0,106173.0,3820.0,445157.0,499752.0,buying a house,high,,mutual funds
49.0,6.0,130260.0,3058.0,213990.0,167207.0,buying a house,high,0.08713708473694175,stocks
52.0,3.0,190206.0,4811.0,455899.0,457730.0,buying a house,high,0.0938384375204629,stocks
56.0,5.0,99443.0,2496.0,267481.0,86928.0,retirement,high,0.0077581323831980185,stocks
63.0,2.0,87530.0,4173.0,10801.0,209870.0,education,,0.031655749531292306,mutual funds
69.0,5.0,165899.0,,,70765.0,retirement,low,0.011149630853037024,bonds
,6.0,126143.0,4518.0,908633.0,,retirement,low,0.04333714737057177,mutual funds
66.0,3.0,174771.0,2340.0,844397.0,392561.0,education,low,0.09411585115232264,real estate
,6.0,144527.0,3791.0,619557.0,280943.0,retirement,medium,0.08492789764760628,stocks
61.0,2.0,166385.0,3387.0,788053.0,374195.0,retirement,low,0.09182247324200854,stocks
33.0,1.0,174670.0,1226.0,937473.0,129941.0,retirement,low,0.08238769070668414,stocks
,1.0,141362.0,1744.0,308113.0,23555.0,education,medium,0.0409543193513789,real estate
64.0,6.0,58807.0,3960.0,485485.0,354296.0,buying a house,low,,bonds
27.0,4.0,89550.0,4218.0,959953.0,,vacation,high,0.02055895253048719,bonds
47.0,3.0,33558.0,1565.0,101679.0,412549.0,vacation,low,0.1273606312355238,bonds
42.0,3.0,,782.0,691065.0,397477.0,education,low,0.09247190378118667,stocks
56.0,1.0,82999.0,1581.0,725663.0,381977.0,vacation,low,0.027976651875608965,bonds
37.0,5.0,197415.0,4385.0,300507.0,331146.0,education,high,0.026581406973185926,
22.0,2.0,,3381.0,171792.0,308697.0,education,high,0.1309553402289205,stocks
18.0,5.0,196258.0,3084.0,937476.0,265232.0,vacation,high,0.11140962956449789,real estate
47.0,,198038.0,3470.0,567639.0,45783.0,retirement,high,0.0989098619858057,real estate
66.0,6.0,194841.0,1652.0,645311.0,1115.0,buying a house,medium,0.06102961613089497,bonds
20.0,1.0,83218.0,3997.0,701505.0,463330.0,vacation,high,0.039296334641777626,stocks
62.0,1.0,49229.0,,622236.0,199198.0,vacation,high,0.14691761446692356,mutual funds
31.0,1.0,105209.0,2217.0,754974.0,72908.0,vacation,high,0.11958593625342002,mutual funds
47.0,6.0,57877.0,566.0,229188.0,69109.0,vacation,,0.04526688347044147,stocks
67.0,4.0,127137.0,1136.0,852667.0,265122.0,education,medium,0.1271347194417742,bonds
21.0,5.0,68084.0,813.0,286999.0,371087.0,education,low,,real estate
35.0,6.0,111780.0,3897.0,439385.0,9422.0,buying a house,low,0.04456208248169975,real estate
,3.0,177878.0,1064.0,271677.0,174698.0,buying a house,high,0.06398292813624595,mutual funds
42.0,2.0,67034.0,2101.0,187476.0,89233.0,vacation,high,0.027893016808653998,mutual funds
65.0,4.0,85468.0,1325.0,160641.0,318318.0,vacation,high,0.0166578666567164,mutual funds
18.0,3.0,180166.0,4170.0,659362.0,489572.0,vacation,low,0.10841430492595451,real estate
63.0,5.0,40589.0,1525.0,794366.0,37743.0,buying a house,low,0.04012677860307999,mutual funds
32.0,1.0,,2751.0,588725.0,201533.0,vacation,high,0.12300890486193804,real estate
26.0,5.0,31657.0,1304.0,976010.0,450415.0,retirement,low,0.14934130672716392,real estate
32.0,6.0,128300.0,2951.0,166810.0,392432.0,buying a house,medium,0.0114929720894473,bonds
66.0,2.0,147229.0,1891.0,934276.0,129000.0,retirement,high,0.07095526876255503,bonds
41.0,6.0,69531.0,1735.0,,384922.0,vacation,high,0.12030938389662045,bonds
21.0,4.0,82227.0,4532.0,29731.0,29430.0,,medium,0.11834263448118502,mutual funds
29.0,4.0,33164.0,3780.0,675491.0,,retirement,medium,0.11399957374964527,real estate
54.0,2.0,123078.0,,862756.0,24435.0,buying a house,low,0.05234924029528664,mutual funds
54.0,3.0,71247.0,4700.0,195169.0,87212.0,retirement,medium,0.06807798835275784,real estate
60.0,3.0,180673.0,4641.0,878152.0,55797.0,buying a house,high,0.08924525360122053,
23.0,4.0,80599.0,1854.0,892865.0,436770.0,vacation,low,0.14609108753598857,bonds
56.0,4.0,165624.0,2336.0,275033.0,,retirement,medium,,mutual funds
63.0,1.0,170489.0,3392.0,543857.0,85350.0,education,low,0.13847158315752867,real estate
41.0,3.0,98207.0,,883625.0,14716.0,retirement,low,0.04040353772707412,mutual funds
28.0,2.0,102055.0,3083.0,216749.0,60261.0,education,,0.14836116982105568,stocks
,3.0,132266.0,3058.0,95192.0,420744.0,buying a house,low,0.10053955302413876,mutual funds
51.0,1.0,108270.0,4118.0,789117.0,,vacation,,0.06952672205378264,bonds
42.0,6.0,141426.0,2059.0,97154.0,22414.0,vacation,high,0.09200856420954073,real estate
24.0,4.0,164794.0,2007.0,,144916.0,education,high,0.04087967535603102,real estate
69.0,4.0,100442.0,,118073.0,167731.0,buying a house,medium,0.04112607862671999,mutual funds
21.0,1.0,125632.0,2563.0,229894.0,15522.0,vacation,,0.017033181576524076,bonds
25.0,2.0,51438.0,,529235.0,498665.0,buying a house,low,0.017107544655809815,stocks
37.0,4.0,88819.0,2500.0,804044.0,391776.0,education,low,0.0521507612203367,mutual funds
46.0,5.0,73856.0,1794.0,585932.0,336178.0,education,,0.11442832168445574,real estate
68.0,4.0,194648.0,4565.0,566357.0,304466.0,retirement,medium,0.09119567513972437,
62.0,5.0,71938.0,3252.0,878173.0,329782.0,vacation,low,0.01538768404965312,real estate
63.0,1.0,89807.0,2253.0,430547.0,363478.0,vacation,low,0.12783547874638665,real estate
27.0,1.0,79877.0,4710.0,852329.0,139596.0,retirement,medium,0.09020514404850996,real estate
60.0,4.0,73461.0,2103.0,155006.0,30846.0,education,low,0.14412833651771695,real estate
51.0,3.0,123474.0,1822.0,413311.0,335787.0,education,low,0.10052782011168113,stocks
43.0,5.0,113136.0,2941.0,494710.0,453312.0,education,high,0.02627622955562715,bonds
58.0,2.0,50435.0,1598.0,898976.0,114930.0,education,medium,0.07106750434617333,mutual funds
66.0,4.0,175263.0,2005.0,552994.0,477020.0,,low,0.09727463963208062,bonds
20.0,2.0,114726.0,,,440919.0,vacation,low,0.004239705157496654,bonds
23.0,4.0,188458.0,796.0,637890.0,286543.0,vacation,low,0.0022365396232211844,bonds
22.0,3.0,192793.0,3549.0,500224.0,206232.0,education,low,0.019410450089785185,mutual funds
22.0,3.0,84786.0,2725.0,306773.0,223734.0,,high,0.037749665256820615,bonds
64.0,3.0,43704.0,4854.0,450126.0,219739.0,education,high,0.06443236852810133,mutual funds
,6.0,86635.0,4287.0,491756.0,123182.0,vacation,high,0.07311607106396825,mutual funds
66.0,3.0,163195.0,2596.0,134746.0,48591.0,,high,0.020704141340684518,stocks
26.0,1.0,,4109.0,554719.0,151786.0,,medium,0.10100873686737462,real estate
52.0,1.0,92993.0,2708.0,197805.0,499383.0,buying a house,low,0.08942070925448022,mutual funds
37.0,6.0,142752.0,675.0,574376.0,298021.0,retirement,high,0.04416961482617403,real estate
66.0,5.0,186488.0,3002.0,709495.0,84106.0,retirement,,,bonds
59.0,2.0,162886.0,4499.0,441231.0,78018.0,retirement,medium,0.011647187302993611,real estate
52.0,4.0,108537.0,2167.0,765398.0,361998.0,vacation,low,0.05875421632662591,
67.0,4.0,80258.0,4871.0,565673.0,452352.0,vacation,low,0.02309615267485259,real estate
35.0,6.0,177580.0,3045.0,342343.0,164486.0,retirement,high,0.05652294092219562,bonds
34.0,1.0,115166.0,1175.0,310821.0,120832.0,retirement,high,0.09422739067655327,bonds
41.0,4.0,,2323.0,128104.0,86576.0,buying a house,medium,0.08208561418189253,mutual funds
20.0,1.0,65699.0,1856.0,22818.0,210015.0,vacation,low,0.034676382470609134,mutual funds
49.0,5.0,76335.0,3572.0,491438.0,254664.0,vacation,high,0.05157337368881286,stocks
52.0,2.0,76806.0,3759.0,335145.0,176540.0,retirement,high,0.0921046797672976,bonds
55.0,5.0,107853.0,1046.0,165049.0,492057.0,buying a house,high,0.1291282542065173,stocks
30.0,6.0,65739.0,2583.0,584120.0,210774.0,,medium,0.11298201581083159,bonds
64.0,3.0,64785.0,2540.0,837363.0,203180.0,retirement,low,0.08301000402501224,real estate
42.0,3.0,193052.0,2252.0,618278.0,491754.0,retirement,high,0.054343949747472926,stocks
,3.0,115016.0,2115.0,219966.0,92508.0,vacation,low,0.05475769163127082,stocks
21.0,5.0,162681.0,2349.0,82204.0,308979.0,retirement,medium,0.1319125965396594,stocks
,4.0,96253.0,3142.0,55784.0,194405.0,education,low,0.00588653640608196,bonds
54.0,2.0,121128.0,2100.0,902737.0,42464.0,,high,0.14819739666303913,mutual funds
51.0,3.0,189213.0,3896.0,19921.0,374598.0,retirement,low,0.09965631162773433,stocks
28.0,6.0,191081.0,4902.0,831391.0,153995.0,education,low,0.10217065486085858,mutual funds
58.0,6.0,157581.0,4105.0,828760.0,116062.0,buying a house,medium,0.005699675595711323,bonds
20.0,3.0,140966.0,4299.0,936363.0,455071.0,education,,,stocks
45.0,3.0,167854.0,1118.0,265564.0,329589.0,education,low,,bonds
46.0,2.0,129352.0,1632.0,623794.0,372598.0,retirement,low,0.015866836034110047,mutual funds
26.0,3.0,187005.0,2615.0,84408.0,384050.0,buying a house,low,0.04168830161540386,mutual funds
20.0,2.0,107154.0,,658140.0,98384.0,education,medium,0.13354716843204767,stocks
42.0,6.0,169379.0,3239.0,750126.0,198691.0,vacation,,,mutual funds
51.0,3.0,138297.0,4776.0,560996.0,177218.0,buying a house,low,0.062012486276086305,real estate
29.0,5.0,68346.0,1987.0,553135.0,322176.0,vacation,medium,0.010902323376121641,real estate
59.0,5.0,142138.0,2057.0,590277.0,375665.0,retirement,high,0.10711822911034584,stocks
26.0,6.0,80772.0,2613.0,921815.0,378522.0,vacation,medium,0.10542762350940488,bonds
32.0,2.0,70149.0,1544.0,14922.0,17140.0,buying a house,medium,0.09210654104588453,bonds
57.0,5.0,116700.0,,473144.0,264814.0,education,medium,0.07653939693309737,bonds
42.0,2.0,188598.0,2082.0,62335.0,298663.0,education,high,0.0650676603311059,real estate
22.0,5.0,,1808.0,923345.0,44512.0,buying a house,high,0.08899066394819884,mutual funds
28.0,5.0,,1101.0,941045.0,451027.0,education,high,0.035009317759261006,real estate
51.0,2.0,35695.0,2120.0,815983.0,103565.0,vacation,low,0.14118885962664715,mutual funds
41.0,4.0,69169.0,600.0,160453.0,145763.0,education,low,0.08831917937703443,real estate
32.0,5.0,77947.0,4771.0,909751.0,367300.0,education,high,,bonds
55.0,,75865.0,737.0,327817.0,165334.0,vacation,low,0.0674519776327736,bonds
25.0,6.0,186625.0,4525.0,897963.0,185964.0,vacation,low,0.12085271833153384,bonds
22.0,4.0,134501.0,3418.0,32948.0,25595.0,vacation,low,0.024242409109544616,stocks
65.0,2.0,90410.0,3042.0,626552.0,188279.0,retirement,high,0.04392534336903906,stocks
43.0,4.0,133754.0,2503.0,69072.0,246661.0,vacation,medium,0.10192620341048331,mutual funds
35.0,1.0,120895.0,2037.0,339704.0,164512.0,vacation,,0.04732338097233358,stocks
23.0,1.0,185888.0,1254.0,747609.0,270774.0,retirement,high,0.11887525227921988,real estate
54.0,,80705.0,3868.0,667846.0,,education,low,0.019568023076604123,
65.0,5.0,145700.0,2758.0,76691.0,487550.0,vacation,low,0.11440292556819127,mutual funds
30.0,3.0,103914.0,4165.0,675442.0,260300.0,buying a house,medium,0.010252757227584935,mutual funds
45.0,6.0,31881.0,4735.0,899213.0,239644.0,vacation,medium,0.0018888919001242175,bonds
22.0,4.0,77365.0,1040.0,356249.0,229820.0,vacation,medium,,stocks
30.0,1.0,109211.0,769.0,17086.0,369605.0,retirement,medium,0.08720088253984479,bonds
34.0,5.0,186078.0,3960.0,399962.0,208590.0,buying a house,high,0.05277403456302172,stocks
,6.0,,3908.0,602141.0,74191.0,education,,0.03488919554457756,stocks
57.0,4.0,183903.0,1005.0,374069.0,458007.0,education,high,0.09253286748912241,mutual funds
62.0,5.0,130649.0,1629.0,342171.0,477334.0,buying a house,low,0.07635032753051073,bonds
49.0,5.0,177531.0,2579.0,288060.0,100591.0,vacation,medium,,bonds
46.0,1.0,193515.0,3645.0,811680.0,63753.0,retirement,low,0.14748239799806187,stocks
68.0,1.0,166949.0,3742.0,995551.0,60520.0,buying a house,low,0.09525368492124144,stocks
20.0,5.0,69553.0,861.0,820658.0,266152.0,buying a house,high,0.06643057591588357,mutual funds
57.0,2.0,165994.0,4220.0,952529.0,437680.0,education,medium,0.07367114537019931,real estate
51.0,5.0,152778.0,1956.0,773210.0,369552.0,retirement,high,0.10237185993552929,bonds
57.0,6.0,147018.0,4567.0,582668.0,262640.0,buying a house,low,0.015236181635307204,bonds
44.0,5.0,165758.0,4695.0,804280.0,361911.0,retirement,,0.04925281107160773,mutual funds
30.0,3.0,62766.0,2181.0,548562.0,285356.0,vacation,low,0.011290836150540579,mutual funds
